line_cd,company_cd,line_name,line_name_k,line_name_h,line_color_c,line_color_t,line_type,lon,lat,zoom,e_status,e_sort
99709,221,アストラムライン,アストラムライン,広島高速交通広島新交通1号線,,,,132.43358230148,34.439099126739,12,0,99709
99710,222,広電１号線(宇品線),ヒロデンイチゴウセン,広電１号線(宇品線),,,,132.46353223281,34.380078030579,13,0,99710
99711,222,広電２号線(宮島線),ヒロデンニゴウセン,広電２号線(宮島線),,,,132.38582722415,34.371507218076,12,0,99711
99712,222,広電３号線,ヒロデンサンゴウセン,広電３号線,,,,132.45244206002,34.381522498002,13,0,99712
99713,222,広電５号線(皆実線),ヒロデンゴゴウセン,広電５号線(皆実線),,,,132.46766591799,34.378140550013,13,0,99713
99714,222,広電６号線(江波線),ヒロデンロクゴウセン,広電６号線(江波線),,,,132.45429202036,34.388572285071,14,0,99714
99715,222,広電７号線,ヒロデンナナゴウセン,広電７号線,,,,132.4529,34.383,13,0,99715
99716,222,広電８号線(横川線),ヒロデンハチゴウセン,広電８号線(横川線),,,,132.44276496692,34.391156291997,14,0,99716
99717,222,広電９号線(白島線),ヒロデンキュウゴウセン,広電９号線(白島線),,,,132.46416669312,34.400808717675,15,0,99717
99718,223,錦川清流線,ニシキガワセイリュウセン,錦川鉄道錦川清流線,,,,132.05904670769,34.207445951088,11,0,99718
99801,224,阿波室戸シーサイドライン,アワムロトシーサイドライン,阿佐海岸鉄道阿佐東線,,,,134.31125740739,33.573504169616,13,0,99801
99802,225,琴電琴平線,コトデンコトヒラセン,琴電琴平線,,,,133.96214399465,34.262127612871,11,0,99802
99803,225,琴電長尾線,コトデンナガオセン,琴電長尾線,,,,134.09736721951,34.307010048819,12,0,99803
99804,225,琴電志度線,コトデンシドセン,琴電志度線,,,,134.11657160352,34.345151934388,12,0,99804
99805,226,伊予鉄道郡中線,イヨテツドウグンチュウセン,伊予鉄道郡中線,,,,132.72982015349,33.80853562435,12,0,99805
99806,226,伊予鉄道高浜線,イヨテツドウタカハマセン,伊予鉄道高浜線,,,,132.72769552695,33.863703568848,13,0,99806
99807,226,伊予鉄道横河原線,イヨテツドウヨコガワラセン,伊予鉄道横河原線,,,,132.82353333015,33.812592128265,12,0,99807
99808,226,伊予鉄道環状線（１系統）,イヨテツドウカンジョウセン,伊予鉄道１系統,,,,132.76223714813,33.844895617528,14,0,99808
99809,226,伊予鉄道環状線（２系統）,イヨテツドウカンジョウセン,伊予鉄道２系統,,,,132.76266630157,33.843755025377,15,0,99809
99810,226,伊予鉄道市駅線（３系統）,イヨテツドウシエキセン,伊予鉄道３系統,,,,132.77226810678,33.843001741993,14,0,99810
99811,226,伊予鉄道松山駅前線（５系統）,イヨテツドウマツヤマエキマエセン,伊予鉄道５系統,,,,132.76862486243,33.843611419009,14,0,99811
99812,226,伊予鉄道本町線（６系統）,イヨテツドウホンマチセン,伊予鉄道６系統,,,,132.76946364551,33.84808660243,14,0,99812
99814,227,中村線,ナカムラセン,土佐くろしお鉄道中村線,,,,133.04988572058,33.094670234743,11,0,99814
99815,227,宿毛線,スクモセン,土佐くろしお鉄道宿毛線,,,,132.83105449805,32.962600483511,11,0,99815
99816,227,ごめん・なはり線,ゴメン・ナハリセン,土佐くろしお鉄道ごめん・なはり線,,,,133.82521650898,33.515977121911,11,0,99816
99817,228,ごめん線,ゴメンセン,土佐電鉄ごめん線,,,,133.59933624726,33.568628587669,13,0,99817
99818,228,伊野線,イノセン,土佐電鉄伊野線,,,,133.49190174651,33.552422392092,12,0,99818
99819,228,桟橋線,サンバシセン,土佐電鉄桟橋線,,,,133.54655881818,33.552468411519,14,0,99819
99901,229,甘木鉄道,アマギテツドウ,甘木鉄道,,,,130.58818008176,33.416179925604,12,0,99901
99902,230,伊田線,イダセン,平成筑豊鉄道伊田線,,,,130.76043661159,33.700854533802,12,0,99902
99903,230,糸田線,イトダセン,平成筑豊鉄道糸田線,,,,130.78873194182,33.659068805649,13,0,99903
99904,230,田川線,タガワセン,平成筑豊鉄道田川線,,,,130.90100372119,33.666047994427,12,0,99904
99928,230,門司港レトロ観光線,モジコウレトロカンコウセン,平成筑豊鉄道門司港レトロ観光線,,,,130.96594879895,33.95269437674,15,0,99904
99905,231,福岡市営地下鉄空港線,フクオカシエイチカテツクウコウセン,福岡市営地下鉄空港線,,,,130.38381284938,33.593568374055,12,0,99905
99906,231,福岡市営地下鉄箱崎線,フクオカシエイチカテツハコザキセン,福岡市営地下鉄箱崎線,,,,130.41711626984,33.614826570191,14,0,99906
99907,231,福岡市営地下鉄七隈線,フクオカシエイチカテツナナクマセン,福岡市営地下鉄七隈線,,,,130.36678935449,33.567082700162,13,0,99907
99908,232,北九州モノレール,キタキュウシュウモノレール,北九州高速鉄道,,,,130.87351064874,33.856095199902,13,0,99908
99909,233,筑豊電気鉄道線,チクホウデンキテツドウセン,筑豊電気鉄道線,,,,130.73198422221,33.824255998634,12,0,99909
99910,234,西九州線(有田～伊万里),ニシキュウシュウセン,松浦鉄道西九州線(有田～伊万里),,,,129.86792193705,33.228860967385,12,0,99910
99911,234,西九州線(伊万里～佐世保),ニシキュウシュウセン,松浦鉄道西九州線(伊万里～佐世保),,,,129.73463981346,33.283372053827,11,0,99911
99912,235,島原鉄道線,シマバラテツドウセン,島原鉄道線,,,,130.19199456366,32.768274882916,11,0,99912
99913,236,長崎電軌１系統,ナガサキデンキイチゴウケイトウ,長崎電軌１系統,,,,129.86838866057,32.768729040517,13,0,99913
99914,236,長崎電軌３系統,ナガサキデンキサンゴウケイトウ,長崎電軌３系統,,,,129.87054078572,32.768162520725,13,0,99914
99915,236,長崎電軌４系統,ナガサキデンキヨンゴウケイトウ,長崎電軌４系統,,,,129.88416479895,32.7476046,15,0,99915
99916,236,長崎電軌５系統,ナガサキデンキゴゴウケイトウ,長崎電軌５系統,,,,129.88161026192,32.745533918802,14,0,99916
99917,237,熊本電鉄本線,クマモトデンテツホンセン,熊本電鉄本線,,,,130.72980683271,32.850622245737,13,0,99917
99918,237,熊本電鉄上熊本線,クマモトデンテツカミクマモトセン,熊本電鉄上熊本線,,,,130.70907904761,32.823570912231,14,0,99918
99919,238,高森線,タカモリセン,南阿蘇鉄道高森線,,,,131.04512613594,32.843939566162,12,0,99919
99920,239,湯前線,ユノマエセン,くま川鉄道湯前線,,,,130.88113566406,32.239143642857,11,0,99920
99921,240,肥薩おれんじ鉄道線,ヒサツオレンジテツドウセン,肥薩おれんじ鉄道線,,,,130.39137274079,32.168417968355,10,0,99921
99922,241,熊本市電Ａ系統,クマモトシデンエーライン,熊本市電Ａ系統,,,,130.72211009871,32.791042195521,13,0,99922
99923,241,熊本市電Ｂ系統,クマモトシデンビーライン,熊本市電Ｂ系統,,,,130.72034257275,32.797989793968,13,0,99923
99925,242,鹿児島市電１系統,カゴシマシデンイチケイトウ,鹿児島市電１系統,,,,130.54314217985,31.563710494243,13,0,99925
99926,242,鹿児島市電２系統,カゴシマシデンニケイトウ,鹿児島市電２系統,,,,130.55071839102,31.581543618004,14,0,99926
99927,243,ゆいレール,ユイレール,沖縄都市モノレール線,,,,127.68810912275,26.21229379344,13,0,99927
